Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Yearly_Customer,Monthly_Customer,Daily_Customer,Response
1980,1.5143628233208064,0,83131.2160523745,0,0,37,694,43,580,38,66,94,1,5,8,10,4,0,0,1,0,0,0,3,11,2012.4952123922264,6.028725646641613,10.571814116604031,1
1967,0.0,3,85134.73045769872,0,0,25,275,81,587,91,157,152,1,3,4,5,1,0,0,0,0,0,0,3,11,2014.0,4.090888804466738,12.563599848040129,1
1956,2.0,0,71678.72501095806,0,0,0,337,119,427,219,38,50,1,4,6,5,2,0,0,0,0,0,0,3,11,2013.858908171932,4.128734624545331,17.0,1
1971,0.155383474772691,0,38752.76117471831,1,0,24,121,15,50,2,17,33,4,4,1,3,7,1,0,0,0,0,0,3,11,2012.0,8.155383474772691,25.1453908887502,1
1955,0.29465784843687115,2,48303.380666709134,0,0,72,950,37,204,154,56,30,2,2,8,10,7,0,0,0,0,0,0,3,11,2013.0,3.705342151563129,5.263355378907822,1
1965,1.3556663752220133,3,72967.67783318761,0,0,5,791,36,458,98,25,77,1,5,4,8,3,0,0,0,0,0,0,3,11,2012.677833187611,12.0,15.677833187611007,1
1969,1.5113449543547615,1,37112.317658721935,1,0,14,90,3,40,4,6,14,2,1,1,3,6,0,0,0,0,0,0,3,11,2013.7556724771773,3.0,27.55672477177381,1
1970,1.509683682583864,1,95362.54210820967,0,1,94,350,28,597,151,47,113,1,7,5,5,5,0,1,1,0,0,0,3,11,2012.2451581587081,8.754841841291931,2.22579079354034,1
1954,0.1124411036702242,0,91301.06023099931,0,0,79,1318,26,189,73,99,29,0,7,8,6,3,0,0,1,0,0,0,3,11,2012.1124411036703,10.0,19.66267668898933,1
1981,0.307938337671672,1,78761.98298522305,0,0,11,856,162,660,152,60,223,1,4,6,7,2,0,0,1,0,0,0,3,11,2012.1539691688358,6.922215818149148,9.307938337671672,1
1966,1.1042215594064697,1,42633.87071836629,0,1,19,354,28,143,34,21,159,6,6,5,5,7,0,0,0,0,0,0,3,11,2013.0,2.3436676608902953,11.853562846528833,1
1978,0.0,2,83720.94022494303,0,0,61,952,126,568,149,112,52,0,4,7,7,1,1,0,1,1,0,0,3,11,2013.3408825711576,8.63646971536947,11.067943140418693,1
1977,0.6529104021948089,2,82095.07904983558,0,0,67,329,88,658,81,83,90,1,3,3,6,1,0,0,0,0,0,0,3,11,2012.7823631992685,6.305820804389618,23.211990383904734,1
1981,0.0,0,102093.99816003676,0,0,58,626,47,160,41,89,164,0,6,8,13,2,0,1,1,1,0,0,3,11,2013.0,3.1717426039290317,10.79780177249678,1
1961,0.3740199890325433,2,90428.46917825617,0,0,19,421,44,923,186,25,23,1,4,5,6,1,0,0,0,0,0,0,3,11,2013.8129900054837,4.187009994516272,26.87794003290237,1
1985,0.9629357805110254,0,21868.244771012378,1,0,14,84,10,44,1,3,62,3,4,1,2,9,0,0,0,0,0,0,3,11,2012.037064219489,11.851743122044102,28.66642202459923,1
1981,0.6328393185535518,2,42136.137988480834,1,0,65,162,12,85,3,16,47,4,5,1,5,6,0,0,0,0,0,0,3,11,2012.6328393185536,5.468642725785793,6.874570903143171,1
1952,1.312937363934756,0,82514.18194339686,0,0,44,990,41,332,142,103,144,1,4,8,12,1,0,0,1,0,0,0,3,11,2012.0,11.0,20.56468681967378,1
1964,0.0,0,94712.54013298488,0,0,52,1013,25,818,185,39,129,0,5,6,5,2,0,0,1,0,0,0,3,11,2012.7130653860395,5.582411525645341,3.7130653860394065,1
1967,0.0,1,83039.4149096343,0,0,16,835,54,611,39,53,119,1,6,6,8,2,0,0,1,0,0,0,3,11,2012.7435569744064,4.538658153562105,7.872417486280002,1
1967,1.3283560062952593,2,81796.70077006484,0,0,44,176,23,438,28,37,40,1,4,6,9,1,0,0,0,0,0,0,3,11,2012.6716439937047,7.977602028328667,13.044795943342667,1
1973,0.0,1,36800.06032140326,0,0,24,69,1,22,3,2,30,1,2,1,2,8,0,0,0,0,0,0,3,11,2013.5407151469094,4.918569706181289,10.688927279635967,1
1982,0.0,2,25594.184720952526,1,0,46,23,1,47,12,10,65,2,1,1,2,6,0,0,0,0,0,0,3,11,2012.2794586417758,7.882165432897164,11.632962343084216,1
1976,0.7831411603400971,2,92773.3112508011,0,0,49,804,30,928,30,24,59,1,6,6,10,2,0,0,1,1,0,0,3,11,2013.0,6.825288259489854,11.951729556939126,1
1945,2.0,0,71607.28510337221,0,0,2,344,55,523,103,73,94,1,7,3,5,3,0,0,0,0,0,0,3,11,2013.037759808876,10.69792152899165,17.0,1
1971,2.0,1,86932.40032194144,0,0,78,704,100,836,90,90,36,1,5,5,6,2,0,0,0,0,0,0,3,11,2012.6180354257494,10.236070851499065,8.909822871252338,1
1970,1.593905013868005,2,79301.10773065932,0,0,14,1071,33,520,160,73,148,1,5,7,6,2,0,0,1,1,0,0,3,11,2012.796952506934,2.6243799445279796,13.436569916791969,1
1953,2.845944272819322,2,63529.79962856589,0,0,4,784,79,254,18,34,65,1,9,9,7,6,0,0,0,0,0,0,3,11,2013.8459442728192,1.6162229087227118,28.922972136409662,1
1955,2.736880957415101,1,63505.58757254615,0,0,12,808,64,216,14,27,53,1,9,8,6,6,0,0,0,0,0,0,3,11,2013.4737619148302,3.3680713832640894,25.579452446396317,1
1949,2.0,0,26526.139235942104,1,0,32,19,1,27,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,2012.9882888691482,4.04684452340779,8.257644878742848,1
1959,0.10046097717543945,1,87178.02209485736,0,0,38,251,77,697,54,29,38,1,3,10,5,1,0,0,0,0,0,0,3,11,2013.8995390228245,5.2009219543508785,8.200921954350878,1
1981,0.5324653063492952,2,78741.31146124763,0,0,12,737,113,773,78,69,156,1,4,6,6,2,0,0,0,0,0,0,3,11,2012.0,8.0,8.467534693650705,1
1968,1.6548926270880338,2,82202.62514197412,0,0,55,426,73,737,132,104,78,1,5,4,8,2,0,0,0,0,0,0,3,11,2012.448369124304,8.309785254176067,15.864120734687754,1
1965,0.7283980263384753,2,90484.81528618782,0,0,36,543,38,868,150,27,29,1,4,4,6,1,0,0,0,0,0,0,3,11,2013.6358009868309,4.364199013169237,25.814805920984575,1
1969,0.0,1,81020.44591728834,0,0,26,763,149,753,56,34,67,1,7,5,9,6,0,0,1,0,0,0,3,11,2013.2705372224834,1.7294627775164826,23.94194166274724,1
1981,0.17561784672636538,2,65200.43559456402,0,0,26,1064,0,72,0,0,50,1,10,3,12,6,0,0,1,0,1,0,3,11,2013.941460717758,1.292696411210609,14.819549951389705,1
1981,0.9533241576285588,0,75773.0792292408,0,0,11,715,31,526,69,16,77,1,3,5,10,1,0,1,1,0,0,0,3,11,2012.9533241576285,7.233379211857206,4.093351684742882,1
1959,0.0,0,64441.84351053643,0,0,13,573,131,672,42,25,54,1,5,4,4,3,0,0,0,0,0,0,3,11,2012.6912673844881,4.087326155117738,11.617465231023548,1
1974,0.0,0,21449.946981391357,1,0,24,12,1,18,5,2,12,2,2,0,3,8,0,0,0,0,0,0,3,11,2012.6820035615688,5.589982192156608,14.594060546667533,1
1985,0.007148366894670466,1,34731.2167651026,1,0,2,14,0,15,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,2013.0,6.957109798631977,29.85703266210659,1
1975,0.1779088496601835,2,82568.06380677661,0,0,53,512,116,567,158,45,230,1,4,8,7,1,1,0,0,1,0,0,3,11,2013.8813941002265,6.296514749433639,6.940697050113272,1
1978,2.0,2,70892.18792471278,0,0,51,1277,84,261,17,108,63,1,5,6,4,6,0,0,0,0,0,0,3,11,2012.2426367329238,9.272089801228509,13.544179602457017,1
1946,1.9905449124800623,0,82796.0666835917,0,0,23,1005,22,117,60,68,46,1,6,6,12,2,0,0,1,0,0,0,3,11,2012.0,11.0,23.952724562400313,1
1985,1.0121563887496356,0,21882.48707770204,0,0,14,87,10,45,2,3,63,3,4,1,2,9,0,0,0,0,0,0,3,11,2012.0060781943748,11.951374445001457,29.00607819437482,1
1949,0.258710566187359,0,70248.30233090135,0,0,10,322,22,720,73,26,166,1,5,5,11,3,0,0,0,0,0,0,3,11,2013.0,2.1641975478431155,17.552263397124154,1
1965,0.0,2,39571.99327406048,1,0,50,160,4,134,6,21,40,6,6,1,4,8,0,0,0,0,0,0,3,11,2012.0,11.259508368130495,16.14877092032624,1
1955,2.0,2,46575.15906960185,0,1,6,142,10,84,28,18,39,5,4,1,6,6,0,0,0,0,0,0,3,11,2012.2952621220184,8.966582572936023,27.228427267890325,1
1978,0.39519787338001056,1,35188.88643827916,1,0,45,54,7,90,26,24,120,4,4,1,3,7,0,0,0,0,0,0,3,11,2012.39519787338,7.048021266199894,11.814406379859967,1
1969,1.615915425614185,2,35911.851417542086,0,1,38,42,8,30,16,12,23,2,1,2,2,4,1,0,0,0,0,0,3,11,2013.8079577128071,4.4238731384212775,15.735281117720572,1
1970,0.6726755537512781,0,27232.246204470608,1,0,7,8,12,26,16,3,26,2,2,0,3,8,0,0,0,0,0,0,3,11,2012.0,9.990986669373083,17.390417760637142,1
1964,0.0,1,87754.30847583938,0,0,61,1449,62,382,58,73,33,1,5,10,5,5,0,0,1,1,0,0,3,11,2013.0,5.36285922088312,22.907148052207802,1
1969,1.2105178540023644,2,63528.55918369995,0,0,18,157,126,603,122,28,131,1,4,7,8,2,0,0,0,0,0,0,3,11,2012.4035059513342,11.403505951334122,9.263107124014187,1
1977,1.1901902326386924,0,68188.7602569705,0,0,36,1195,55,353,30,49,67,1,4,6,8,7,0,0,0,0,0,0,3,11,2012.0,9.785285348958038,8.785285348958038,1
1953,2.5639128815812198,2,62944.30846798041,0,1,31,484,11,46,15,0,157,3,6,4,4,6,0,0,0,0,0,0,3,11,2012.0,8.43608711841878,2.5639128815812198,1
1956,0.4676057677889389,0,64768.33800505641,0,0,51,730,45,307,75,64,108,2,9,3,5,5,0,0,0,0,0,0,3,11,2012.2338028838944,9.129576928844244,10.895774044949775,1
1957,1.0954752872013,1,82379.13076035274,0,0,55,1015,46,425,167,117,173,1,3,9,12,1,0,0,1,0,0,0,3,11,2012.0954752872012,10.2361977023896,20.0502281592143,1
1964,0.0,0,37032.22190201322,0,1,34,226,6,119,6,12,48,7,5,1,7,7,0,0,0,0,0,0,3,11,2012.8166111748214,3.9169441258928384,18.716278223750027,1
1975,2.0,1,38432.25770475383,0,0,55,157,50,121,94,50,14,2,5,1,8,6,0,0,0,0,0,0,3,11,2012.432188441822,7.271246232712104,17.02531909275382,1
1967,1.2543334421220171,0,82329.49133311576,0,0,64,875,93,878,96,79,87,1,5,5,9,2,0,0,1,0,0,0,3,11,2012.836222294748,6.491333115755966,14.073221968381961,1
1954,1.3512693382122172,1,77679.07009132043,0,0,81,1131,88,584,40,47,104,1,6,4,7,3,0,0,0,0,0,0,3,11,2013.0,2.648730661787783,14.215232058546606,1
1972,0.0,2,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,2013.0,5.0,20.0,1
1954,1.3831666078597542,1,77683.3443254532,0,0,82,1124,87,569,44,48,101,1,6,5,7,3,0,0,0,0,0,0,3,11,2013.0,2.616833392140246,14.59799929431705,1
1954,0.27508739257746206,0,50257.05840113313,0,1,3,354,6,88,8,15,36,4,7,2,6,7,0,0,0,0,0,0,3,11,2013.449825214845,6.100349570309849,22.2231647558733,1
1985,1.7750661644330332,0,42001.574536848966,0,0,26,137,75,249,75,54,36,2,5,1,10,5,0,0,0,0,0,0,3,11,2012.8875330822166,1.7872684244843837,10.787268424484385,1
1962,1.5786808091876081,1,47155.66454062167,1,1,48,83,1,54,4,1,58,4,3,1,2,7,0,0,0,0,0,0,3,11,2013.5786808091875,3.8426383816247838,30.157361618375216,1
1959,1.2317097607977732,2,87240.16269122926,0,0,28,269,55,612,55,71,55,1,3,7,6,1,0,0,0,0,0,0,3,11,2013.178860159468,6.642279681063698,14.158548803988866,1
1976,2.0,1,38320.55849701441,0,0,62,162,52,108,94,52,13,2,4,2,8,6,0,0,0,0,0,0,3,11,2012.185949070656,8.628101858687776,16.975185130497785,1
1966,0.0,2,80911.67058777621,0,0,20,747,168,670,63,28,42,1,7,5,10,7,0,0,0,1,0,0,3,11,2013.1111003091564,1.8888996908435636,27.33339814506138,1
1962,0.08642859764221611,0,82027.78536132393,0,0,48,994,35,269,35,159,30,1,3,5,11,5,0,0,0,0,0,0,3,11,2012.043214298821,7.78392850589446,20.43214298821108,1
1970,1.0577199464271787,1,26789.648436244643,1,0,1,3,11,21,15,2,34,2,1,0,2,7,0,0,0,0,0,0,3,11,2012.3525733154756,7.826840160718464,12.057719946427179,1
1956,0.7311414876514463,0,82370.01935735787,0,0,64,942,53,576,145,108,144,1,3,8,12,1,0,0,1,0,0,0,3,11,2012.0,10.462282975302893,18.46228297530289,1
1953,0.0,1,72030.23799100761,0,0,47,971,4,606,54,50,4,1,4,7,12,2,0,0,1,1,0,0,3,11,2014.0,4.255511756469086,28.233464730592743,1
1947,1.8928290225441915,0,82810.87785421177,0,0,22,997,24,139,57,65,49,1,7,6,11,3,0,0,1,0,0,0,3,11,2012.053585488728,10.571316090176765,22.874704736714012,1
1971,0.0,1,34600.003471101954,1,0,7,198,32,59,7,2,14,4,4,1,4,7,0,0,0,0,0,0,3,11,2013.0,1.0001627079040734,1.0007864215363544,1
1969,1.2222914147404724,1,37104.224159612735,1,0,17,117,4,58,4,8,19,4,2,1,4,6,0,0,0,0,0,0,3,11,2013.6111457073703,3.0,26.11145707370236,1
1977,1.0,0,75555.1985035968,0,0,21,715,61,701,80,15,53,1,4,6,8,2,0,0,0,0,0,0,3,11,2012.5783241513248,7.421675848675282,13.698544519531483,1
1968,0.1015498308363928,3,84846.98288003869,0,0,7,186,98,401,106,177,203,1,3,4,5,1,0,0,0,0,0,0,3,11,2013.8984501691637,6.0,14.679852199126893,1
1968,2.894955871421021,3,49100.14249814158,0,0,86,600,49,235,105,92,110,2,8,7,9,6,0,0,0,0,0,0,3,11,2012.105044128579,7.369735228526125,16.214249814157355,1
1983,1.0,0,89625.88170334278,0,0,35,679,46,650,143,109,15,1,6,4,11,1,0,0,0,0,0,0,3,11,2013.0156603856462,2.0313207712924752,25.06264154258495,1
1949,1.0188318978362638,2,81704.00737540977,0,0,5,179,27,518,109,121,46,1,3,7,12,1,0,0,0,0,0,0,3,11,2012.9811681021638,11.0,6.018831897836264,1
1967,0.0,0,36996.118277968366,1,0,27,218,7,134,7,14,34,8,5,1,7,7,0,0,0,0,0,0,3,11,2012.7918824731503,4.664940214797312,19.375647419451006,1
1950,0.0,1,70315.24828656677,0,0,10,301,25,705,88,41,165,1,5,5,12,3,0,0,0,0,0,0,3,11,2013.0,1.50750412646163,13.631647409845726,1
1975,1.0,0,75540.68193023774,0,0,14,824,42,704,85,26,108,1,4,7,8,2,0,0,0,0,0,0,3,11,2013.0,4.264837155529378,2.905934862211751,1
1983,0.8255473466974967,0,95257.39492293652,0,0,57,521,26,750,224,15,73,1,7,3,5,4,0,0,1,0,0,0,3,11,2012.0,10.761678979953755,2.1744526533025033,1
1969,2.0,1,55154.64205550926,0,1,70,290,0,89,4,11,22,4,6,2,5,6,0,0,0,0,0,0,3,11,2012.0209871530672,6.916051387731656,29.580256938658284,1
1959,1.1432151367347685,1,82376.69602802653,0,0,55,1030,43,421,160,115,165,1,3,8,12,1,0,0,1,0,0,0,3,11,2012.1432151367349,9.854278906121852,20.575366504082453,1
1955,1.8770269856069925,1,64577.7838086358,0,1,71,955,31,175,15,2,100,6,10,3,4,7,0,0,0,0,0,0,3,11,2013.0,3.9837841151440596,5.229730143930075,1
1946,2.0,2,48845.88485324227,0,0,55,430,19,212,146,49,41,2,6,8,6,5,0,0,0,0,0,0,3,11,2012.8557695667264,3.2980738994626826,2.153843466189051,1
1971,0.3164670433850306,1,34782.917951076546,1,0,8,143,22,45,6,2,15,3,3,1,4,7,0,0,0,0,0,0,3,11,2013.0,1.0,3.8482033904652755,1
1969,1.478332971892391,1,37111.393323212986,1,0,14,93,4,42,4,6,15,3,2,1,3,6,0,0,0,0,0,0,3,11,2013.7391664859463,3.0,27.391664859461955,1
1972,1.0488795379640798,2,35651.70461881413,1,0,12,60,2,64,7,8,27,2,2,1,3,6,0,0,0,0,0,0,3,11,2013.048879537964,6.90224092407184,14.2443976898204,1
1979,0.4079057237167145,2,15182.032260430233,1,0,61,1,2,8,4,7,15,2,1,1,2,7,0,0,0,0,0,0,3,11,2012.0,10.135968574572239,9.864031425427761,1
1955,1.0,0,91843.6724051003,0,0,40,1141,70,760,97,68,39,0,7,8,9,2,0,0,1,0,0,0,3,11,2012.7080434476711,10.58391310465766,15.54021723835585,1
1984,1.3019466654176732,0,87359.37209363996,0,0,69,1031,132,755,65,99,47,1,8,5,7,3,0,0,0,0,0,0,3,11,2013.0,6.349026667291163,11.37664001498792,1
1981,2.0,0,38508.289853279835,0,0,22,171,5,115,20,2,17,4,5,1,5,7,0,0,0,0,0,0,3,11,2013.908540840385,1.3658366384594567,27.359785882695952,1
1975,0.8312128039539022,0,38038.32567165734,1,0,43,164,31,113,52,27,108,3,6,2,5,7,0,0,0,0,0,0,3,11,2012.0,9.0,7.571670421746462,1
1978,1.8550734341744466,0,89958.41271596613,0,0,34,936,28,617,96,92,36,1,4,5,7,2,0,1,0,1,0,0,3,11,2013.1449265658255,6.1376835854361165,23.014485960778874,1
1976,1.839067871824461,2,55374.51337058602,0,1,5,429,56,173,10,49,100,4,6,4,8,5,0,0,0,0,0,0,3,11,2012.0804660640877,10.839067871824462,23.873475102771227,1
1971,0.0,0,37206.599510228654,1,0,25,137,4,84,3,9,24,5,3,0,5,7,0,0,0,0,0,0,3,11,2013.0,5.8458231297636045,15.934538386051994,1
1973,2.0,0,86913.45120168492,0,0,92,900,103,818,118,97,42,1,5,5,9,2,0,0,0,0,0,0,3,11,2012.1705474371145,8.488357688656329,10.465073065968987,1
1954,1.6513826527699078,2,81905.7910662336,0,0,39,182,24,471,58,57,31,1,4,5,9,1,0,0,0,0,0,0,3,11,2012.3486173472302,11.0,6.651382652769907,1
1958,0.41555768053953535,0,64926.08594974008,0,0,33,701,51,337,74,71,88,1,8,3,6,5,0,0,0,0,0,0,3,11,2012.0,10.584442319460464,10.922211597302322,1
1955,1.7970625979294717,2,64103.05653311416,0,0,25,321,85,817,8,19,79,1,5,5,8,3,0,0,0,0,0,0,3,11,2013.0,7.589229525741396,16.391187793788415,1
1950,1.0749510772128201,2,63136.63913914125,0,0,51,957,69,277,52,40,68,4,8,4,8,6,0,0,0,0,0,0,3,11,2012.0749510772127,8.70019569114872,28.03747553860641,1
1977,1.8486937323886183,1,92373.13241753074,0,0,67,1023,40,906,38,25,25,0,7,5,11,3,0,0,1,0,0,0,3,11,2013.0,5.7565313380569085,3.4209002817821066,1
1960,0.9966609802804081,3,57234.171106557624,0,0,36,602,77,498,54,34,151,5,7,5,7,6,0,0,0,0,0,0,3,11,2012.5016695098598,6.993321960560817,19.993321960560817,1
1954,2.6864983880238293,2,62952.09264763951,0,1,33,436,12,46,16,0,167,3,6,4,4,6,0,0,0,0,0,0,3,11,2012.0,8.31350161197617,2.6864983880238293,1
1965,0.4650763467584408,0,64967.594468423405,0,0,24,691,25,295,56,54,81,1,6,3,6,5,0,0,0,0,0,0,3,11,2012.4650763467585,11.0,13.46507634675844,1
1982,1.9705078753543699,2,92497.84217291778,0,0,70,974,43,934,29,24,22,1,6,5,11,2,0,0,1,1,0,0,3,11,2013.0,5.044238186968445,1.2654291218106692,1
1967,0.6988870644108556,2,77833.65787265064,0,1,94,1012,53,417,82,53,95,2,7,6,7,7,0,0,0,0,0,0,3,11,2012.3494435322054,5.903338806767433,22.0,1
1975,1.7197969912645044,2,35972.64160951167,0,0,33,35,10,20,20,9,57,1,1,2,2,5,1,0,0,0,0,0,3,11,2013.7197969912645,6.120812034941983,19.280203008735494,1
1963,0.22366573553951774,3,85628.4992979505,0,0,70,449,49,865,66,95,42,1,3,6,4,1,0,0,0,0,0,0,3,11,2013.8881671322301,1.4473314710790355,6.5526685289209645,1
1962,0.0,0,64924.069566701946,0,0,37,750,36,284,71,64,93,1,9,3,7,5,0,0,0,0,0,0,3,11,2012.469184791887,8.654076040564284,13.234592395943572,1
1950,0.04267064933690268,2,80774.45706934696,0,0,17,681,164,108,188,41,226,1,5,10,5,3,0,0,0,1,0,0,3,11,2012.9786646753316,8.042670649336902,15.32002987002677,1
1976,1.7723623292690984,2,79086.35949676861,0,0,4,981,39,593,153,89,118,1,4,6,6,2,0,0,0,0,0,0,3,11,2012.772362329269,2.593463695116311,10.317086987807295,1
1955,0.0,1,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,2012.0,10.0,29.0,1
1953,2.0,0,71663.03960276024,0,0,0,338,105,448,194,45,60,1,5,5,5,2,0,0,0,0,0,0,3,11,2013.678616123681,5.571071010552492,17.0,1
1953,0.6316911283753381,0,70143.49479292653,0,0,16,350,22,676,60,27,130,1,5,5,10,3,0,0,0,0,0,0,3,11,2013.0,3.8426100776890215,19.79014677025203,1
1985,0.0,1,21365.924374276372,1,0,4,5,13,14,1,4,31,2,2,1,2,6,1,0,0,0,0,0,3,11,2013.0918014645074,7.632794141970702,18.898382425912104,1
1956,0.0,0,60712.37155297567,0,0,56,215,161,223,100,92,161,2,6,3,9,5,0,0,0,0,0,0,3,11,2012.9983037010163,1.0186592888205124,16.97285921626107,1
1980,3.0,1,14544.219903683741,1,0,63,6,3,8,6,32,33,3,1,1,3,7,0,0,0,0,0,0,3,11,2012.0,10.792029155275861,9.831883378896556,1
1952,1.2623223249146733,2,48875.707587841636,0,0,36,302,26,166,127,36,26,3,6,6,5,7,0,0,0,0,0,0,3,11,2012.6311611624574,5.688388375426634,5.057227212969297,1
1973,0.0,4,78964.70732472731,0,0,39,506,92,330,209,108,182,1,4,8,5,1,0,0,1,0,0,0,3,11,2012.8275338526598,7.86233073670086,19.0,1
1968,0.6301380567890817,1,55850.027064338596,0,0,8,540,19,101,3,16,68,2,9,2,8,7,1,0,0,0,0,0,3,11,2012.6849309716054,4.1506902839454085,9.24658765307444,1
1960,0.0,3,79914.7911664384,0,0,56,1114,19,441,56,0,174,1,5,8,5,4,0,0,1,1,0,0,3,11,2012.3436861270611,7.625255491755658,21.968941618816743,1
1974,0.44274521184054016,2,102574.22977365041,0,0,15,299,121,376,41,172,128,0,6,9,12,2,0,1,1,1,0,0,3,11,2012.7786273940796,5.549608241441891,4.33588218223919,1
1986,1.9084565924762857,0,42007.41501600942,0,0,23,120,79,257,81,56,34,2,4,1,10,5,0,0,0,0,0,0,3,11,2013.0,1.4577170376185713,10.411945333856714,1
1964,0.0,3,34274.986236734374,1,1,2,73,8,33,6,3,24,3,3,1,2,8,0,0,0,0,0,0,3,11,2012.1601711543524,7.718630765180891,6.038973073885669,1
1952,1.1467121875097752,0,91826.28879407012,0,0,50,1232,26,773,84,28,44,0,8,6,11,3,0,0,1,0,0,0,3,11,2013.0,9.266439062451125,14.652604999843598,1
1980,2.0,0,82738.68234685677,0,0,27,736,47,394,64,40,38,1,7,4,7,3,0,0,0,0,0,0,3,11,2012.915188852884,9.169622294232077,11.187356059624548,1
1958,0.0,0,94197.10911683962,0,0,47,1171,37,771,137,66,132,0,5,7,7,2,0,1,1,1,0,0,3,11,2013.3146311164317,2.6853688835684,6.5170489314528,1
1949,2.0,2,48830.55577731729,0,0,41,410,6,170,124,38,42,2,7,7,5,6,0,0,0,0,0,0,3,11,2012.7723949172816,3.8208406617474298,4.869286406213288,1
1955,0.9509045131500231,0,82906.48319191528,0,0,20,927,42,353,49,45,85,1,7,6,9,3,0,0,1,0,0,0,3,11,2012.524547743425,6.8036180526000924,12.984497388075242,1
1976,1.0,0,75644.22583070141,0,0,26,675,22,467,88,40,80,1,3,5,9,1,0,0,0,0,0,0,3,11,2012.78687934302,7.42624131396017,4.0,1
1954,2.9478617853454834,1,63552.4253163467,0,0,2,776,76,245,14,32,62,1,9,9,6,6,0,0,0,0,0,0,3,11,2013.895723570691,1.4692439318906523,28.32220320949128,1
1964,2.0,1,53377.148961611114,0,1,39,575,6,141,9,6,111,9,7,3,6,8,0,0,0,0,0,0,3,11,2012.0,8.787240402777755,22.297923222222046,1
1956,0.49161974043507484,0,70209.40231892123,0,0,11,276,17,692,69,51,157,1,5,5,11,3,0,0,0,0,0,0,3,11,2013.0,1.7374296106526121,12.558661816954476,1
1962,1.0761327461249683,0,47150.56138849389,1,1,81,161,1,46,6,1,23,6,4,1,3,8,1,0,0,0,0,0,3,11,2012.1522654922499,9.46707077712522,28.228398238374904,1
1985,0.0,2,83517.17352638487,0,0,31,1057,62,828,81,22,99,0,4,7,9,1,1,0,1,1,0,0,3,11,2013.9836797274925,6.065281090029952,16.85311754743261,1
1987,2.0,0,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,2013.0,1.0,10.0,1
1968,0.22523026866110563,2,84792.76932462605,0,0,9,184,95,347,110,173,202,0,4,4,5,1,0,0,0,0,0,0,3,11,2013.8873848656694,5.436924328347236,14.648618388033366,1
1978,0.43571537753657896,1,21548.561663105236,0,0,66,12,1,21,4,6,20,2,3,0,2,8,0,0,0,0,0,0,3,11,2012.145238459179,8.273807704105703,6.92143839782921,1
1956,1.9959278254055335,1,66328.9912252488,0,1,81,908,10,218,0,0,23,2,8,3,5,5,0,0,0,0,0,0,3,11,2013.0,4.028505222161265,3.0447939205391314,1
1965,0.0,0,37066.78830447378,0,1,30,230,6,135,4,14,39,8,5,1,7,7,0,0,0,0,0,0,3,11,2012.9844092450182,3.0779537749082344,19.890864715128473,1
1979,0.2824371427756672,1,78656.49678858023,0,0,19,816,151,648,165,58,200,1,4,6,6,2,0,0,0,0,0,0,3,11,2012.0,9.129748571102668,12.671682856083674,1
1956,2.0,1,48711.45418790238,0,0,30,384,5,134,88,27,42,3,7,5,5,6,0,0,0,0,0,0,3,11,2012.5415778835318,5.6673769317460625,8.793175979960383,1
1960,0.0,0,36946.10125958636,0,1,43,214,5,78,11,5,69,5,5,1,5,7,0,0,0,0,0,0,3,11,2012.3985498038173,6.007250980913717,15.789848626720795,1
1972,0.8506798056589248,3,43938.860534049854,0,1,30,80,6,57,5,2,19,3,3,0,4,6,0,0,0,0,0,0,3,11,2012.850679805659,2.343881749069677,26.610876890542798,1
1991,0.0,5,79239.74242812202,0,0,59,474,93,124,208,57,223,1,4,9,6,1,0,0,0,1,0,0,3,11,2012.0,11.563325961231692,20.09168509692077,1
1952,1.0807978803673275,2,63029.183182467124,0,1,50,971,64,268,49,37,65,4,7,4,8,6,0,0,0,0,0,0,3,11,2012.0807978803673,8.35361695706138,28.242393641101984,1
1953,2.0,1,64554.09030751683,0,1,75,979,37,176,14,1,101,6,10,3,4,6,0,0,0,0,0,0,3,11,2012.9300414699485,3.4197511803086726,3.930041469948555,1
1973,1.870606883005805,2,79192.24442949618,0,0,2,1041,37,519,184,91,127,1,5,6,6,2,0,0,0,0,0,0,3,11,2012.9353034415028,1.4528759094796828,11.711662143468073,1
1981,0.28139723326918087,1,42174.66287549711,1,0,42,65,8,62,2,7,32,2,3,1,3,6,1,0,0,0,0,0,3,11,2013.0,9.030219367115734,13.934849801154744,1
1975,2.0,2,55417.7444197983,0,1,7,458,59,181,9,52,105,4,7,4,8,6,0,0,0,0,0,0,3,11,2012.0,10.90593112478641,25.117586094016985,1
